College,Course,Category,Allotted_Rank_2023,Allotted_Rank_2024
Malaviya National Institute Of Technology Jaipur,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5032,4955
Malaviya National Institute Of Technology Jaipur,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),250,181
Malaviya National Institute Of Technology Jaipur,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13304,12231
Malaviya National Institute Of Technology Jaipur,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),504,564
Malaviya National Institute Of Technology Jaipur,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2493,2912
Malaviya National Institute Of Technology Jaipur,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1102,1125
Malaviya National Institute Of Technology Jaipur,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1389,1558
Malaviya National Institute Of Technology Jaipur,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),74,75
Malaviya National Institute Of Technology Jaipur,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3333,3726
Malaviya National Institute Of Technology Jaipur,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),177,331
Malaviya National Institute Of Technology Jaipur,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13428,12192
Malaviya National Institute Of Technology Jaipur,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),686,2118
Malaviya National Institute Of Technology Jaipur,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1951,2472
Malaviya National Institute Of Technology Jaipur,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1284,1422
Malaviya National Institute Of Technology Jaipur,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,3018,3346
Malaviya National Institute Of Technology Jaipur,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),205,259
Malaviya National Institute Of Technology Jaipur,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,11419,13799
Malaviya National Institute Of Technology Jaipur,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),1047,1048
Malaviya National Institute Of Technology Jaipur,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,18856,19469
Malaviya National Institute Of Technology Jaipur,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1402,999
Malaviya National Institute Of Technology Jaipur,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3437,4201
Malaviya National Institute Of Technology Jaipur,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1017,1070
Malaviya National Institute Of Technology Jaipur,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,5494,5596
Malaviya National Institute Of Technology Jaipur,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,11361,12059
Malaviya National Institute Of Technology Jaipur,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,32268,33918
Malaviya National Institute Of Technology Jaipur,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2247,1846
Malaviya National Institute Of Technology Jaipur,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,5952,5969
Malaviya National Institute Of Technology Jaipur,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1698,2213
Maulana Azad National Institute Of Technology Bhopal,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",EWS,134,419
Maulana Azad National Institute Of Technology Bhopal,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OBC-NCL,1425,1738
Maulana Azad National Institute Of Technology Bhopal,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN,1720,1084
Maulana Azad National Institute Of Technology Bhopal,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN (PWD),38,204
Maulana Azad National Institute Of Technology Bhopal,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",SC,154,270
Maulana Azad National Institute Of Technology Bhopal,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",ST,261,136
Maulana Azad National Institute Of Technology Bhopal,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,5177,5135
Maulana Azad National Institute Of Technology Bhopal,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,10632,10566
Maulana Azad National Institute Of Technology Bhopal,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),700,1555
Maulana Azad National Institute Of Technology Bhopal,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,31500,35512
Maulana Azad National Institute Of Technology Bhopal,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1638,1934
Maulana Azad National Institute Of Technology Bhopal,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,5933,5972
Maulana Azad National Institute Of Technology Bhopal,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2039,2276
Maulana Azad National Institute Of Technology Bhopal,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,5622,5854
Maulana Azad National Institute Of Technology Bhopal,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),211,392
Maulana Azad National Institute Of Technology Bhopal,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,11338,13782
Maulana Azad National Institute Of Technology Bhopal,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),554,661
Maulana Azad National Institute Of Technology Bhopal,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,34971,37767
Maulana Azad National Institute Of Technology Bhopal,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1727,1522
Maulana Azad National Institute Of Technology Bhopal,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,5340,5703
Maulana Azad National Institute Of Technology Bhopal,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1509,2976
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1246,1229
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),47,93
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2931,3819
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),287,162
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10889,8243
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),201,313
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1651,1890
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),44,52
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1308,2623
Maulana Azad National Institute Of Technology Bhopal,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST (PWD),35,39
Maulana Azad National Institute Of Technology Bhopal,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2906,3352
Maulana Azad National Institute Of Technology Bhopal,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,11638,11242
Maulana Azad National Institute Of Technology Bhopal,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),360,906
Maulana Azad National Institute Of Technology Bhopal,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,18344,18776
Maulana Azad National Institute Of Technology Bhopal,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1197,790
Maulana Azad National Institute Of Technology Bhopal,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3288,4669
Maulana Azad National Institute Of Technology Bhopal,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1466,1511
Maulana Azad National Institute Of Technology Bhopal,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2115,2835
Maulana Azad National Institute Of Technology Bhopal,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,10706,9509
Maulana Azad National Institute Of Technology Bhopal,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),211,337
Maulana Azad National Institute Of Technology Bhopal,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13644,13809
Maulana Azad National Institute Of Technology Bhopal,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),538,551
Maulana Azad National Institute Of Technology Bhopal,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2478,3091
Maulana Azad National Institute Of Technology Bhopal,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),83,126
Maulana Azad National Institute Of Technology Bhopal,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1338,2187
Maulana Azad National Institute Of Technology Bhopal,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,6566,7386
Maulana Azad National Institute Of Technology Bhopal,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,13372,15171
Maulana Azad National Institute Of Technology Bhopal,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),994,786
Maulana Azad National Institute Of Technology Bhopal,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,40080,39709
Maulana Azad National Institute Of Technology Bhopal,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,6646,6869
Maulana Azad National Institute Of Technology Bhopal,"MATERIALS SCIENCE AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2616,4290
Maulana Azad National Institute Of Technology Bhopal,"MATHEMATICS AND DATA SCIENCE (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",EWS,1995,2646
Maulana Azad National Institute Of Technology Bhopal,"MATHEMATICS AND DATA SCIENCE (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL,5113,4492
Maulana Azad National Institute Of Technology Bhopal,"MATHEMATICS AND DATA SCIENCE (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN,13695,14026
Maulana Azad National Institute Of Technology Bhopal,"MATHEMATICS AND DATA SCIENCE (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",SC,3499,4311
Maulana Azad National Institute Of Technology Bhopal,"MATHEMATICS AND DATA SCIENCE (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",ST,1333,1120
Maulana Azad National Institute Of Technology Bhopal,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,4214,4640
Maulana Azad National Institute Of Technology Bhopal,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),267,387
Maulana Azad National Institute Of Technology Bhopal,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,10827,9462
Maulana Azad National Institute Of Technology Bhopal,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),673,684
Maulana Azad National Institute Of Technology Bhopal,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,26403,30710
Maulana Azad National Institute Of Technology Bhopal,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1395,2056
Maulana Azad National Institute Of Technology Bhopal,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,5185,5825
Maulana Azad National Institute Of Technology Bhopal,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2005,1952
Maulana Azad National Institute Of Technology Bhopal,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",EWS,104,678
Maulana Azad National Institute Of Technology Bhopal,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",OBC-NCL,129,318
Maulana Azad National Institute Of Technology Bhopal,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",OPEN,1141,485
Maulana Azad National Institute Of Technology Bhopal,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",SC,1032,195
Maulana Azad National Institute Of Technology Bhopal,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",ST,173,20
"Mizoram University, Aizawl","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",EWS,214,430
"Mizoram University, Aizawl","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN,964,1316
"Mizoram University, Aizawl","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",SC,239,314
"Mizoram University, Aizawl","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",ST,131,145
"Mizoram University, Aizawl","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10331,13245
"Mizoram University, Aizawl","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,62269,75674
"Mizoram University, Aizawl","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),3010,4246
"Mizoram University, Aizawl","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9452,13238
"Mizoram University, Aizawl","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4051,5284
"Mizoram University, Aizawl","COMPUTER ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8261,9740
"Mizoram University, Aizawl","COMPUTER ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,46292,52571
"Mizoram University, Aizawl","COMPUTER ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1895,2922
"Mizoram University, Aizawl","COMPUTER ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,8912,10455
"Mizoram University, Aizawl","COMPUTER ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4479,5337
"Mizoram University, Aizawl","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10274,11483
"Mizoram University, Aizawl","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,60888,64266
"Mizoram University, Aizawl","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2524,3733
"Mizoram University, Aizawl","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10451,11304
"Mizoram University, Aizawl","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4819,5083
"Mizoram University, Aizawl","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,9703,10869
"Mizoram University, Aizawl","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,58155,64522
"Mizoram University, Aizawl","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2480,3396
"Mizoram University, Aizawl","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9882,11443
"Mizoram University, Aizawl","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4894,5724
"Mizoram University, Aizawl","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8990,10000
"Mizoram University, Aizawl","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,53489,60076
"Mizoram University, Aizawl","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9676,11106
"Mizoram University, Aizawl","INFORMATION TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4942,5799
Motilal Nehru National Institute Of Technology Allahabad,"BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,4628,5763
Motilal Nehru National Institute Of Technology Allahabad,"BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,10057,11784
Motilal Nehru National Institute Of Technology Allahabad,"BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,27473,32656
Motilal Nehru National Institute Of Technology Allahabad,"BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4809,6625
Motilal Nehru National Institute Of Technology Allahabad,"BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),239,258
Motilal Nehru National Institute Of Technology Allahabad,"BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2128,2462
Motilal Nehru National Institute Of Technology Allahabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,3079,3267
Motilal Nehru National Institute Of Technology Allahabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),154,423
Motilal Nehru National Institute Of Technology Allahabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,11317,10721
Motilal Nehru National Institute Of Technology Allahabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,18913,19579
Motilal Nehru National Institute Of Technology Allahabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),726,1435
Motilal Nehru National Institute Of Technology Allahabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3191,3411
Motilal Nehru National Institute Of Technology Allahabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1805,2479
Motilal Nehru National Institute Of Technology Allahabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,3873,4648
Motilal Nehru National Institute Of Technology Allahabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),180,167
Motilal Nehru National Institute Of Technology Allahabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,14235,14835
Motilal Nehru National Institute Of Technology Allahabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),620,600
Motilal Nehru National Institute Of Technology Allahabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,23584,26372
Motilal Nehru National Institute Of Technology Allahabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1770,1921
Motilal Nehru National Institute Of Technology Allahabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4128,4024
Motilal Nehru National Institute Of Technology Allahabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1154,3333
Motilal Nehru National Institute Of Technology Allahabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1080,1770
Motilal Nehru National Institute Of Technology Allahabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),114,128
Motilal Nehru National Institute Of Technology Allahabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1471,2583
Motilal Nehru National Institute Of Technology Allahabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),258,481
Motilal Nehru National Institute Of Technology Allahabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10115,8023
Motilal Nehru National Institute Of Technology Allahabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),137,117
Motilal Nehru National Institute Of Technology Allahabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1393,1632
Motilal Nehru National Institute Of Technology Allahabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),12,7
