College,Course,Category,Predicted_Rank_2025,Allotted_Rank_2020,Allotted_Rank_2021,Allotted_Rank_2022,Allotted_Rank_2023,Allotted_Rank_2024
Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda,BDS,OBC,36189.26,,,,37550,37550
Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda,BDS,SC,146978.97,,,,147522,147522
Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda,BDS,ST,202000.27,,,,204849,204849
Government Doon Medcial College,MBBS,EWS,9350.495,,8401,7674,6918,6918
Government Doon Medcial College,MBBS,GN,6066.18,7941,5260,5853,4950,4950
Government Doon Medcial College,MBBS,GN PWD,470649.505,239332,175563,,435519,435519
Government Doon Medcial College,MBBS,OBC,10323.07,,8755,7850,8236,8236
Government Doon Medcial College,MBBS,SC,55880.865,45961,54065,54881,45085,45085
Government Doon Medcial College,MBBS,ST,86217.24,77564,80312,87889,79144,79144
Government Medcial College,MBBS,EWS,14277.595,,12860,15159,17453,17453
Government Medcial College,MBBS,GN,11448.94,10789,12268,13321,14452,14452
Government Medcial College,MBBS,OBC,14138.155,,12967,14444,15487,15487
Government Medcial College,MBBS,SC,76075.635,60146,68932,76377,82992,82992
Government Medcial College,MBBS,SC PWD,1194822.935,495757,369454,,1209939,1209939
Government Medcial College,MBBS,ST,109113.18,88349,94978,109204,126514,126514
Government Medical College,MBBS,EWS,11587.585,,6816,7566,6428,6428
Government Medical College,MBBS,EWS PWD,780633.295,,650599,,772515,772515
Government Medical College,MBBS,GN,6894.75,3414,5339,4997,4293,4293
Government Medical College,MBBS,GN PWD,533553.47,341442,222902,455425,464766,464766
Government Medical College,MBBS,OBC,6756.24,,7005,7242,5491,5491
Government Medical College,MBBS,OBC PWD,380943.815,,362560,738310,287993,287993
Government Medical College,MBBS,SC,43160.345,29356,37570,44110,33602,33602
Government Medical College,MBBS,SC PWD,1072827.86,550485,822077,,1033232,1033232
Government Medical College,MBBS,ST,62813.55,49310,58600,39742,49419,49419
Government Medical College & Hospital,MBBS,EWS,12186.775,,13144,16080,16665,16665
Government Medical College & Hospital,MBBS,GN,12402.515,,12483,13657,14636,14636
Government Medical College & Hospital,MBBS,GN PWD,592562.67,,,,603213,603213
Government Medical College & Hospital,MBBS,OBC,14622.84,,13215,14714,15781,15781
Government Medical College & Hospital,MBBS,SC,69781.325,,70390,76837,78864,78864
Government Medical College & Hospital,MBBS,ST,118272.595,,92678,113753,129615,129615
Government Medical College Chittorgarh,MBBS,EWS,13440.115,,,,10442,10442
Government Medical College Chittorgarh,MBBS,GN,9477.635,,,8422,9160,9160
Government Medical College Chittorgarh,MBBS,OBC,11628.785,,,9920,10402,10402
Government Medical College Chittorgarh,MBBS,SC,59513.3,,,57981,56057,56057
Government Medical College Chittorgarh,MBBS,ST,117702.84,,,,85537,85537
Government Medical College Khaleelwadi,MBBS,EWS,18072.925,,13249,15810,18485,18485
Government Medical College Khaleelwadi,MBBS,GN,15613.905,11689,13080,14998,15330,15330
Government Medical College Khaleelwadi,MBBS,OBC,17123.94,,14003,15482,17268,17268
Government Medical College Khaleelwadi,MBBS,SC,87149.735,47888,71633,70575,89490,89490
Government Medical College Khaleelwadi,MBBS,ST,83096.2,59209,81061,75893,74628,74628
Government Medical College Mahasamund Chhattisgarh,MBBS,EWS,17738.44,,,16460,17320,17320
Government Medical College Mahasamund Chhattisgarh,MBBS,GN,16548.925,,,15350,16700,16700
Government Medical College Mahasamund Chhattisgarh,MBBS,OBC,18109.99,,,16611,18365,18365
Government Medical College Mahasamund Chhattisgarh,MBBS,SC,89920.125,,,78428,90381,90381
Government Medical College Mahasamund Chhattisgarh,MBBS,SC PWD,1330930.685,,,,1383471,1383471
Government Medical College Mahasamund Chhattisgarh,MBBS,ST,127850.87,,,113949,134399,134399
Government Medical College Narsampet,MBBS,EWS,21778.22,,,,22731,22731
Government Medical College Narsampet,MBBS,GN,17313.99,,,,17457,17457
Government Medical College Narsampet,MBBS,OBC,19060.2,,,,19304,19304
Government Medical College Narsampet,MBBS,SC,97228.905,,,,102446,102446
Government Medical College Narsampet,MBBS,ST,132289.43,,,,133094,133094
Government Medical College Nirmal,MBBS,EWS,21369.44,,,,21591,21591
Government Medical College Nirmal,MBBS,GN,18166.57,,,,18834,18834
Government Medical College Nirmal,MBBS,GN PWD,725834.51,,,,856015,856015
Government Medical College Nirmal,MBBS,OBC,19002.165,,,,19354,19354
Government Medical College Nirmal,MBBS,OBC PWD,925364.64,,,,1019871,1019871
Government Medical College Nirmal,MBBS,SC,100916,,,,102778,102778
Government Medical College Nirmal,MBBS,ST,128019.415,,,,128049,128049
Government Medical College Satna,MBBS,EWS,16822.09,,,,15927,15927
Government Medical College Satna,MBBS,GN,16717.32,,,,13348,13348
Government Medical College Satna,MBBS,GN PWD,670475.94,,,,687475,687475
Government Medical College Satna,MBBS,OBC,15451.43,,,,14794,14794
Government Medical College Satna,MBBS,SC,101036.13,,,,86721,86721
Government Medical College Satna,MBBS,ST,108197.93,,,,98123,98123
Government Medical College Siddipet,MBBS,EWS,19356.34,,14290,17152,20014,20014
Government Medical College Siddipet,MBBS,EWS PWD,837840.185,,,,859393,859393
Government Medical College Siddipet,MBBS,GN,16454.555,11841,13235,15136,16415,16415
Government Medical College Siddipet,MBBS,GN PWD,485792.13,413510,,919700,437901,437901
Government Medical College Siddipet,MBBS,OBC,17207.85,,14426,16208,17590,17590
Government Medical College Siddipet,MBBS,OBC PWD,877813.89,,425350,,893069,893069
Government Medical College Siddipet,MBBS,SC,96261.16,51367,74445,83007,96138,96138
Government Medical College Siddipet,MBBS,ST,105664.465,56897,83239,104062,108498,108498
Government Medical College Suryapet,MBBS,EWS,19972.505,,14636,17381,20672,20672
Government Medical College Suryapet,MBBS,GN,16795.605,11907,13547,16107,17157,17157
Government Medical College Suryapet,MBBS,OBC,18194.39,,14547,16996,18479,18479
Government Medical College Suryapet,MBBS,SC,96983.645,59228,75408,84971,101072,101072
Government Medical College Suryapet,MBBS,ST,78273.225,55825,90616,98295,70892,70892
Government Medical College and District General Hospital,MBBS,EWS,18121.97,,,,17768,17768
Government Medical College and District General Hospital,MBBS,GN,15207.015,,,,14603,14603
Government Medical College and District General Hospital,MBBS,GN PWD,686450.955,,,,739417,739417
Government Medical College and District General Hospital,MBBS,OBC,16456.375,,,,16243,16243
Government Medical College and District General Hospital,MBBS,SC,91048.645,,,,89039,89039
Government Medical College and District General Hospital,MBBS,ST,121030.31,,,,130243,130243
Government Medical College and Hospital,MBBS,EWS,18275.825,,12569,16777,18065,18065
Government Medical College and Hospital,MBBS,GN,14996.565,11763,10846,15798,14313,14313
Government Medical College and Hospital,MBBS,OBC,15295.185,,12198,17059,14970,14970
Government Medical College and Hospital,MBBS,OBC PWD,687971.32,,,,619714,619714
Government Medical College and Hospital,MBBS,SC,76783.025,64447,53246,81010,76022,76022
Government Medical College and Hospital,MBBS,SC PWD,918133.265,640691,,,979232,979232
Government medical College,MBBS,EWS,22254.36,,15662,18411,22998,22998
Government medical College,MBBS,GN,12815.825,,13837,15591,12208,12208
Government medical College,MBBS,OBC,14014.255,,14791,17102,12772,12772
Government medical College,MBBS,SC,70606.455,,78637,86115,63325,63325
Government medical College,MBBS,ST,133777.43,,101514,120308,144908,144908
Government of Medical College and Hospital,MBBS,EWS,18423.355,,,15057,16010,16010
Government of Medical College and Hospital,MBBS,GN,12362.86,,,12583,12393,12393
Government of Medical College and Hospital,MBBS,OBC,14560.86,,,14602,14711,14711
Government of Medical College and Hospital,MBBS,SC,63811.08,,,65440,53489,53489
Government of Medical College and Hospital,MBBS,ST,109504.28,,,117545,104978,104978
Govt Dental College RIMS Kadapa,BDS,EWS,33413.06,,,32697,32463,32463
Govt Dental College RIMS Kadapa,BDS,GN,33459.905,20624,,29654,35690,35690
Govt Dental College RIMS Kadapa,BDS,OBC,38126.74,,,32572,39570,39570
Govt Dental College RIMS Kadapa,BDS,SC,152814.43,86560,,110962,157801,157801
Govt Dental College RIMS Kadapa,BDS,ST,181771.95,97196,,160234,178744,178744
Govt Medical College,MBBS,EWS,10463.475,,7720,8906,9669,9669
Govt Medical College,MBBS,GN,5239.755,2856,4061,5631,4267,4267
Govt Medical College,MBBS,GN PWD,626507.585,253671,,,631938,631938
Govt Medical College,MBBS,OBC,5696.12,,5732,7385,5002,5002
Govt Medical College,MBBS,OBC PWD,983415.67,,309423,770504,1061600,1061600
Govt Medical College,MBBS,SC,58894.39,42054,47927,55709,54949,54949
Govt Medical College,MBBS,ST,87669.255,49117,62767,66647,81792,81792
Govt Medical College Badaun,MBBS,EWS,12314.36,,9883,10475,13009,13009
Govt Medical College Badaun,MBBS,GN,9725.09,9698,9285,9871,10009,10009
Govt Medical College Badaun,MBBS,OBC,11184.425,,10624,11220,12093,12093
Govt Medical College Badaun,MBBS,SC,71216.495,52118,57589,59306,74901,74901
Govt Medical College Badaun,MBBS,ST,94337.92,79710,87217,,100297,100297
Govt Medical College Baramati,MBBS,EWS,9942.255,,11069,13557,9237,9237
Govt Medical College Baramati,MBBS,GN,9006.305,11199,9660,10179,7915,7915
Govt Medical College Baramati,MBBS,GN PWD,608074.6,250014,,,592806,592806
Govt Medical College Baramati,MBBS,OBC,10296.625,,11161,11409,9446,9446
Govt Medical College Baramati,MBBS,SC,63038.88,52702,58291,67353,51211,51211
Govt Medical College Baramati,MBBS,SC PWD,748830.095,,456071,,715958,715958
Govt Medical College Baramati,MBBS,ST,96223.525,89474,70014,72185,95996,95996
Govt Medical College Barmer Rajasthan,MBBS,EWS,10446.315,,8343,9137,10786,10786
Govt Medical College Barmer Rajasthan,MBBS,GN,8966.86,8150,6912,8091,8786,8786
Govt Medical College Barmer Rajasthan,MBBS,OBC,10261.625,,7962,9113,9801,9801
Govt Medical College Barmer Rajasthan,MBBS,SC,60111.905,45025,49052,56060,55686,55686
Govt Medical College Barmer Rajasthan,MBBS,ST,95344.92,71428,62216,78161,93594,93594
Govt Medical College Basti,MBBS,EWS PWD,829160.345,,,,822897,822897
Govt Medical College Basti,MBBS,GN,11444.835,,,10795,11715,11715
Govt Medical College Basti,MBBS,OBC,11838.045,,,11548,12889,12889
Govt Medical College Basti,MBBS,OBC PWD,775875.43,,,,514592,514592
Govt Medical College Basti,MBBS,SC,75525.58,,,71367,77111,77111
Govt Medical College Basti,MBBS,SC PWD,814196.58,,,,813214,813214
Govt Medical College Basti,MBBS,ST,106150.17,,,105978,108120,108120
Govt Medical College Faizabad,MBBS,EWS,12359.57,,8849,10380,11970,11970
Govt Medical College Faizabad,MBBS,GN,10359.68,9384,8264,9041,10030,10030
Govt Medical College Faizabad,MBBS,OBC,11680.835,,9444,9606,11683,11683
Govt Medical College Faizabad,MBBS,SC,74715.665,54171,57587,64207,74007,74007
Govt Medical College Faizabad,MBBS,ST,102730.41,77082,80488,103410,101206,101206
Govt Medical College Firozabad,MBBS,EWS,13468.675,,,10886,13371,13371
Govt Medical College Firozabad,MBBS,GN,10242.395,,,8850,10201,10201
Govt Medical College Firozabad,MBBS,OBC,11590.01,,,10012,11949,11949
Govt Medical College Firozabad,MBBS,SC,73432.56,,,60561,73369,73369
Govt Medical College Firozabad,MBBS,ST,100276.895,,,93178,100119,100119
Govt Medical College Kannur,MBBS,EWS,16923.365,,10304,10644,17658,17658
Govt Medical College Kannur,MBBS,GN,5534.555,3030,4504,6212,4758,4758
Govt Medical College Kannur,MBBS,OBC,8436.37,,6307,7934,5574,5574
Govt Medical College Kannur,MBBS,SC,73308.235,42980,66823,69033,69412,69412
Govt Medical College Kannur,MBBS,ST,99744.24,83828,94456,104574,97832,97832
Govt Medical College Nalgonda,MBBS,EWS,19677.42,,14725,17450,20650,20650
Govt Medical College Nalgonda,MBBS,GN,15958.69,12029,13551,16046,17058,17058
Govt Medical College Nalgonda,MBBS,GN PWD,650693.695,434426,352283,,644945,644945
Govt Medical College Nalgonda,MBBS,OBC,17534.875,,14555,16963,18778,18778
Govt Medical College Nalgonda,MBBS,SC,91492.3,65414,75090,84275,101960,101960
Govt Medical College Nalgonda,MBBS,ST,123523.33,65057,89177,104509,129325,129325
Govt Medical College Ratlam,MBBS,EWS,13989.965,,9683,10858,12176,12176
Govt Medical College Ratlam,MBBS,GN,10825.685,9413,8945,9562,10113,10113
Govt Medical College Ratlam,MBBS,OBC,13076.485,,10734,11329,11928,11928
Govt Medical College Ratlam,MBBS,OBC PWD,833668.105,,,,773776,773776
Govt Medical College Ratlam,MBBS,SC,85946.13,56844,59060,61513,66477,66477
Govt Medical College Ratlam,MBBS,ST,101734.525,75592,78751,89460,90652,90652
Govt Medical College Shahdol,MBBS,EWS,15162.615,,10638,13118,14937,14937
Govt Medical College Shahdol,MBBS,GN,12818.625,10700,10159,12043,13104,13104
Govt Medical College Shahdol,MBBS,GN PWD,730620.325,418439,,,732762,732762
Govt Medical College Shahdol,MBBS,OBC,14213.48,,11955,12743,14091,14091
Govt Medical College Shahdol,MBBS,SC,87834.195,57382,65340,72120,85068,85068
Govt Medical College Shahdol,MBBS,SC PWD,994720.045,603411,,,1051483,1051483
Govt Medical College Shahdol,MBBS,ST,101854.245,82476,91367,92518,100705,100705
Govt Medical College Vikarabad,MBBS,EWS,21496.205,,,,23264,23264
Govt Medical College Vikarabad,MBBS,GN,15743.93,,,,19054,19054
Govt Medical College Vikarabad,MBBS,GN PWD,833231.14,,,,870494,870494
Govt Medical College Vikarabad,MBBS,OBC,18756.015,,,,19762,19762
Govt Medical College Vikarabad,MBBS,SC,100927.01,,,,104660,104660
Govt Medical College Vikarabad,MBBS,ST,129215.105,,,,140019,140019
Govt Medical college Shivpuri,MBBS,EWS,15924.205,,9533,12141,12514,12514
Govt Medical college Shivpuri,MBBS,GN,10539.135,10001,8591,10253,10169,10169
Govt Medical college Shivpuri,MBBS,OBC,13421.335,,10609,12146,12684,12684
Govt Medical college Shivpuri,MBBS,OBC PWD,863405.36,,,,885240,885240
Govt Medical college Shivpuri,MBBS,SC,79736.99,55990,58099,70755,73117,73117
Govt Medical college Shivpuri,MBBS,ST,102803.92,,,89497,95756,95756
Govt dental college Pudukkottai,BDS,EWS,35426.105,,,,37396,37396
Govt dental college Pudukkottai,BDS,OBC,28297.405,,,,22861,22861
Govt dental college Pudukkottai,BDS,SC,129681.52,,,,124348,124348
Govt institute of Medcial Sciences,MBBS,EWS,6722.97,,,5870,4894,4894
Govt institute of Medcial Sciences,MBBS,GN,5042.975,,,4176,3956,3956
Govt institute of Medcial Sciences,MBBS,GN PWD,321602.87,,,,277806,277806
Govt institute of Medcial Sciences,MBBS,OBC,7723.97,,,6086,4870,4870
Govt institute of Medcial Sciences,MBBS,SC,47827.68,,,44843,40910,40910
Govt institute of Medcial Sciences,MBBS,ST,72156.535,,,,67193,67193
Govt. Medical College,MBBS,EWS,13432.56,,11154,8883,10131,10131
Govt. Medical College,MBBS,EWS PWD,1071497.045,,,,1079593,1079593
Govt. Medical College,MBBS,GN,3755.025,10563,9501,5223,2777,2777
Govt. Medical College,MBBS,GN PWD,390824.39,444583,415954,198830,393538,393538
Govt. Medical College,MBBS,OBC,11715.045,,11384,9727,9401,9401
Govt. Medical College,MBBS,OBC PWD,785950.285,,,710665,710882,710882
Govt. Medical College,MBBS,SC,65311.195,58267,64154,57590,48674,48674
Govt. Medical College,MBBS,SC PWD,782381.245,,,569585,762917,762917
Govt. Medical College,MBBS,ST,78448.23,79682,80766,42381,36869,36869
Govt. Medical College ESI and Hospital,MBBS,EWS,52865.23,,76760,47915,54495,54495
Govt. Medical College ESI and Hospital,MBBS,GN,20632.37,6052,30347,30759,22209,22209
Govt. Medical College ESI and Hospital,MBBS,GN PWD,472593.925,,288682,,502187,502187
Govt. Medical College ESI and Hospital,MBBS,OBC,28187.12,,39776,40534,28877,28877
Govt. Medical College ESI and Hospital,MBBS,SC,146216.175,45150,147056,153741,163142,163142
Govt. Medical College ESI and Hospital,MBBS,ST,302173.395,68662,89331,99430,492189,492189
Govt. Medical College Jayashankar Bhupalpally,MBBS,EWS,35448.035,,,,22983,22983
Govt. Medical College Jayashankar Bhupalpally,MBBS,GN,19709.22,,,,19403,19403
Govt. Medical College Jayashankar Bhupalpally,MBBS,OBC,22394.885,,,,19879,19879
Govt. Medical College Jayashankar Bhupalpally,MBBS,SC,150610.88,,,,99771,99771
Govt. Medical College Jayashankar Bhupalpally,MBBS,ST,170617.95,,,,141828,141828
Govt. Medical College Karur,MBBS,EWS,23233.415,,,18467,22891,22891
Govt. Medical College Karur,MBBS,GN,11775.035,,,14726,10497,10497
Govt. Medical College Karur,MBBS,GN PWD,512419.26,,,,571787,571787
Govt. Medical College Karur,MBBS,OBC,13799.485,,,15562,10976,10976
Govt. Medical College Karur,MBBS,SC,92103.03,,,82130,90803,90803
Govt. Medical College Karur,MBBS,ST,147408.26,,,120232,143615,143615
Govt. Medical College Rajanna Sircilla,MBBS,EWS,19406.305,,,,19319,19319
Govt. Medical College Rajanna Sircilla,MBBS,GN,14243.465,,,,16102,16102
Govt. Medical College Rajanna Sircilla,MBBS,OBC,16706.735,,,,18039,18039
Govt. Medical College Rajanna Sircilla,MBBS,SC,96821.78,,,,98353,98353
Govt. Medical College Rajanna Sircilla,MBBS,ST,126630.815,,,,123516,123516
Govt. Medical College and  Hospital,MBBS,EWS,17356.065,,12270,14698,16732,16732
Govt. Medical College and  Hospital,MBBS,GN,14113.46,11373,12155,13409,13966,13966
Govt. Medical College and  Hospital,MBBS,OBC,14799.865,,12937,13859,14907,14907
Govt. Medical College and  Hospital,MBBS,OBC PWD,763450.99,,,802669,668913,668913
Govt. Medical College and  Hospital,MBBS,SC,91706.645,57035,70274,75574,88774,88774
Govt. Medical College and  Hospital,MBBS,ST,125918.655,89630,94942,106743,125331,125331
Govt. Pudukkottai Medical College Hopt.,MBBS,EWS,21976.46,,15231,17600,22789,22789
Govt. Pudukkottai Medical College Hopt.,MBBS,GN,11693.27,8688,12074,14010,11172,11172
Govt. Pudukkottai Medical College Hopt.,MBBS,OBC,12696.63,,13158,15380,12045,12045
Govt. Pudukkottai Medical College Hopt.,MBBS,SC,89618.985,66459,74943,83553,88986,88986
Govt. Pudukkottai Medical College Hopt.,MBBS,ST,142285.09,92624,101558,119843,145207,145207
Govt. Sivgangai M. C. Sivagangai,MBBS,EWS,24996.465,,15230,17011,22629,22629
Govt. Sivgangai M. C. Sivagangai,MBBS,GN,17154.855,8444,11157,14164,11487,11487
Govt. Sivgangai M. C. Sivagangai,MBBS,OBC,12680.225,,13377,15328,12244,12244
Govt. Sivgangai M. C. Sivagangai,MBBS,OBC PWD,789241.115,,489925,,762860,762860
Govt. Sivgangai M. C. Sivagangai,MBBS,SC,91858.935,68311,75811,84439,93039,93039
Govt. Sivgangai M. C. Sivagangai,MBBS,ST,148635.55,92664,98115,119928,144579,144579
Graphic Era Institute Of Medical Science,MBBS,EWS,470282.98,,,,531490,531490
Graphic Era Institute Of Medical Science,MBBS,GN,960354.665,,,,1127787,1127787
Graphic Era Institute Of Medical Science,MBBS,OBC,871045.38,,,,1343351,1343351
Graphic Era Institute Of Medical Science,MBBS,SC,91531.38,,,,1124037,1124037
Graphic Era Institute Of Medical Science,MBBS,ST,426557.365,,,,458660,458660
Gulbarga Institute of Medical Sciences,MBBS,EWS,51613.01,,12407,15983,17676,17676
Gulbarga Institute of Medical Sciences,MBBS,GN,143712.715,9509,10886,11797,10807,10807
Gulbarga Institute of Medical Sciences,MBBS,OBC,176909.23,,12285,13292,13246,13246
Gulbarga Institute of Medical Sciences,MBBS,SC,85117.785,65218,70581,71869,86489,86489
Gulbarga Institute of Medical Sciences,MBBS,ST,99499.66,66728,82794,74230,77437,77437
HASSAN INST. MEDICAL SCIENCES,MBBS,EWS,15146.425,,12354,13917,12454,12454
HASSAN INST. MEDICAL SCIENCES,MBBS,EWS PWD,1022825.05,,,,1120646,1120646
HASSAN INST. MEDICAL SCIENCES,MBBS,GN,39653.9,8581,9535,10111,8916,8916
HASSAN INST. MEDICAL SCIENCES,MBBS,GN PWD,364877.37,338726,,,361148,361148
HASSAN INST. MEDICAL SCIENCES,MBBS,OBC,39707.395,,11975,12643,11171,11171
HASSAN INST. MEDICAL SCIENCES,MBBS,OBC PWD,867117.42,,,,874891,874891
HASSAN INST. MEDICAL SCIENCES,MBBS,SC,77213.56,63560,70986,75596,70704,70704
HASSAN INST. MEDICAL SCIENCES,MBBS,ST,77859.015,67246,58132,69077,57132,57132
Hamdard Inst of Med Sciences and Research,MBBS,EWS,104489.99,,,97402,112923,112923
Hamdard Inst of Med Sciences and Research,MBBS,GN,901926.16,,,654807,1028702,1028702
Hamdard Inst of Med Sciences and Research,MBBS,OBC,630835.73,,,644009,859140,859140
Haveri Institute of Medical Sciences,MBBS,EWS,21568.985,,,18233,20389,20389
Haveri Institute of Medical Sciences,MBBS,GN,30734.55,,,16638,15946,15946
Haveri Institute of Medical Sciences,MBBS,OBC,30846.67,,,17526,17329,17329
Haveri Institute of Medical Sciences,MBBS,OBC PWD,926374.415,,,,981863,981863
Haveri Institute of Medical Sciences,MBBS,SC,95705.925,,,81836,102349,102349
Haveri Institute of Medical Sciences,MBBS,ST,112410.26,,,86861,119700,119700
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,MBBS,EWS,7562.375,,,6041,6375,6375
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,MBBS,GN,6159.685,,,4722,3532,3532
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,MBBS,GN PWD,280223.39,,,,256822,256822
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,MBBS,OBC,10141.695,,,7054,6289,6289
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,MBBS,SC,59676.875,,,47945,42154,42154
Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,MBBS,ST,90891.41,,,85025,86079,86079
IMS BHU Dental,BDS,EWS,44726.85,18343,22598,26019,29080,29080
IMS BHU Dental,BDS,GN,33414.99,13589,19704,21076,26356,26356
IMS BHU Dental,BDS,OBC,33529.01,17519,23024,26242,29726,29726
IMS BHU Dental,BDS,OBC PWD,839764.665,558101,741162,,470171,470171
IMS BHU Dental,BDS,SC,134205.03,88561,97450,104277,128664,128664
IMS BHU Dental,BDS,ST,165856.66,86472,138982,148868,160747,160747
INDIRA GANDHI GOVT.MEDICAL COLL.,MBBS,EWS,8151.755,,7615,7787,8532,8532
INDIRA GANDHI GOVT.MEDICAL COLL.,MBBS,GN,5632.045,5997,5450,5733,6065,6065
INDIRA GANDHI GOVT.MEDICAL COLL.,MBBS,OBC,7302.135,,7137,8319,7642,7642
INDIRA GANDHI GOVT.MEDICAL COLL.,MBBS,OBC PWD,302199.31,,216341,,279696,279696
INDIRA GANDHI GOVT.MEDICAL COLL.,MBBS,SC,41841.415,31201,50556,51646,44603,44603
INDIRA GANDHI GOVT.MEDICAL COLL.,MBBS,ST,83019.965,71835,74465,87761,93148,93148
INDIRA GANDHI MEDICAL COLL.,MBBS,EWS,4919.295,,2886,2507,4279,4279
INDIRA GANDHI MEDICAL COLL.,MBBS,GN,3257.005,3068,1941,2149,2625,2625
INDIRA GANDHI MEDICAL COLL.,MBBS,OBC,4347.985,,3765,3697,3916,3916
INDIRA GANDHI MEDICAL COLL.,MBBS,OBC PWD,362286.625,,,564902,367205,367205
INDIRA GANDHI MEDICAL COLL.,MBBS,SC,25402.39,30545,18539,28430,23650,23650
INDIRA GANDHI MEDICAL COLL.,MBBS,ST,52081.3,49896,56621,43184,42129,42129
INST OF PG MED EDU & RESEARCH,MBBS,EWS,5333.875,,3300,3893,5620,5620
INST OF PG MED EDU & RESEARCH,MBBS,GN,2895.51,3582,2129,2965,2699,2699
INST OF PG MED EDU & RESEARCH,MBBS,OBC,4330.93,,3485,3911,4335,4335
INST OF PG MED EDU & RESEARCH,MBBS,OBC PWD,409978.57,,313067,,427262,427262
INST OF PG MED EDU & RESEARCH,MBBS,SC,26576.365,27770,12055,29564,27613,27613
INST OF PG MED EDU & RESEARCH,MBBS,SC PWD,286386.33,,297369,,162804,162804
